plant	time	x	y	r_ag	h_ag	r_bg	h_bg	aboveground_resources	belowground_resources	res_ag	res_bg	res_eff	grow	maint	volume	age	salinity	transpiration
Saltmarsh_2_000000001	0.0	1	1	0.05	0.1	0.05	0.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Saltmarsh_2_000000001	86400.0	1	1	0.05172511801953364	0.10345023603906728	0.05383157670415811	0.10766315340831623	1.0	0.11526430398225784	923552.841931713	106452.67551609511	106452.67551609511	0.00027888010706078294	0.0002533832705196927	0.0018496764338556805	86400.0	0.115290246	0.002397180658276962
Saltmarsh_2_000000001	172800.0	1	1	0.05388481071063423	0.10776962142126846	0.058214023893918054	0.11642804778783611	1.0	0.12214299291372299	988381.7571075242	134259.29041142727	134259.29041142727	0.00037292736612359715	0.0002983690859335392	0.0022226037999792786	172800.0	0.113828693	0.002880494524773145
Saltmarsh_2_000000001	259200.0	1	1	0.05652758053675564	0.11305516107351128	0.06314312589013447	0.12628625178026895	1.0	0.1294620782136917	1072641.1738323173	170530.91823741436	170530.91823741436	0.0004941290393369744	0.00035852555185009747	0.002716732839316254	259200.0	0.112349408	0.0035208857597538654
Saltmarsh_2_000000001	345600.0	1	1	0.05968838768363936	0.11937677536727873	0.06860678615307464	0.13721357230614928	1.0	0.1372433304786682	1180436.2430323348	217325.55386394958	217325.55386394958	0.00064839485508905	0.0004382329142306978	0.0033651276944053053	345600.0	0.110852827	0.0043612054919492755
Saltmarsh_2_000000001	432000.0	1	1	0.06338666374849893	0.12677332749699785	0.07458738327106262	0.14917476654212525	1.0	0.14550840854644775	1316138.022862887	277020.8381805343	277020.8381805343	0.000842279480671385	0.0005428247102312866	0.0042074071750766925	432000.0	0.109339396	0.005452799698899394
Saltmarsh_2_000000001	518400.0	1	1	0.0676273982747406	0.1352547965494812	0.08106438948984024	0.16212877897968048	1.0	0.15427856147289276	1484285.7855331658	352346.4935453814	352346.4935453814	0.0010830406652038958	0.0006786918025230112	0.005290447840280591	518400.0	0.107809561	0.006856420401003646
Saltmarsh_2_000000001	604800.0	1	1	0.07240451958888873	0.14480903917777746	0.08801678783284592	0.17603357566569183	1.0	0.16357435286045074	1689534.6383334312	446430.1472879037	446430.1472879037	0.001378754943861265	0.0008533957925782539	0.006669202784141859	604800.0	0.106263777	0.008643286808247849
Saltmarsh_2_000000001	691200.0	1	1	0.07770518396679586	0.15541036793359173	0.09542492644937546	0.19084985289875092	1.0	0.1734153777360916	1936658.708100734	562854.3047544872	562854.3047544872	0.0017384704257058538	0.0010758010980665823	0.008407673209847713	691200.0	0.104702502	0.010896344479962636
Saltmarsh_2_000000001	777600.0	1	1	0.08351372572847225	0.1670274514569445	0.10327165243018412	0.20654330486036823	1.0	0.18381986021995544	2230600.146151312	705719.7690941878	705719.7690941878	0.002172367169198256	0.0013562316762726829	0.010580040379045974	777600.0	0.103126196	0.013711732331243584
Saltmarsh_2_000000001	864000.0	1	1	0.08981458516816895	0.1796291703363379	0.11154277575145007	0.22308555150290013	1.0	0.19480429589748383	2576543.376354627	879711.5570852546	879711.5570852546	0.0026919041679308213	0.0017066536174954513	0.013271944546976798	864000.0	0.101535331	0.017200440132881932
Saltmarsh_2_000000001	950400.0	1	1	0.09659407311698935	0.1931881462339787	0.12022702242545702	0.24045404485091404	1.0	0.20638306438922882	2979994.59963144	1090164.073744501	1090164.073744501	0.0033099389201831342	0.002140881448539371	0.016581883467159934	950400.0	0.099930374	0.021490120973439275
Saltmarsh_2_000000001	1036800.0	1	1	0.10384115432621047	0.20768230865242093	0.12931565973045717	0.25863131946091433	1.0	0.21856799721717834	3446852.501575504	1343123.1368838176	1343123.1368838176	0.00404081196059168	0.0026748037238274085	0.020622695427751622	1036800.0	0.098311802	0.026727013274366104
Saltmarsh_2_000000001	1123200.0	1	1	0.11154752994561187	0.22309505989122375	0.13880193896448337	0.27760387792896674	1.0	0.23136775195598602	3983462.699076694	1645401.536953213	1645401.536953213	0.004900385432549964	0.003326622252216101	0.02552308086030159	1123200.0	0.096680096	0.03307791279495086
Saltmarsh_2_000000001	1209600.0	1	1	0.11970731325691232	0.23941462651382464	0.14868049147245274	0.2973609829449055	1.0	0.24478758871555328	4596652.322538055	2004628.9901180791	2004628.9901180791	0.005906047404712178	0.004117097545878218	0.03142912826501377	1209600.0	0.095035737	0.04073215023145785
Saltmarsh_2_000000001	1296000.0	1	1	0.12831648022635186	0.25663296045270373	0.15894672518621694	0.3178934503724339	1.0	0.2588288187980652	5293746.095540048	2429290.2655855697	2429290.2655855697	0.007076656362452396	0.005069794965475453	0.03850578462746618	1296000.0	0.093379214	0.04990349687719616
