plant	time	x	y	r_ag	h_ag	r_bg	h_bg	aboveground_resources	belowground_resources	res_ag	res_bg	res_eff	grow	maint	volume	age	salinity	transpiration
Saltmarsh_1_000006544	158112000.0	0.4962546572997719	0.7816435478355268	0.6133224862489944	1.2266449724979889	0.696911259348017	1.393822518696034	1.0	0.4610366097187154	139441618.7830707	90089269.34609494	90089269.34609494	-0.014987682345755149	0.4654340290762298	3.5763242704029303	17625600.0	0.041514425	4.634916254442198
Saltmarsh_1_000006685	158112000.0	0.17323667467475068	1.527905848465796	0.5369314419007806	1.0738628838015611	0.5890486716120177	1.1780973432240354	0.6938775510204082	0.4348257757449348	73813457.24230866	59165292.12112001	59165292.12112001	0.0038422355861530977	0.291984225019447	2.256806934810281	14515200.0	0.041514425	2.924821787514124
Saltmarsh_1_000006900	158112000.0	1.2287602937568594	0.14647219234806474	0.557366656328206	1.114733312656412	0.6313031932666936	1.2626063865333872	0.8620689655172413	0.4506559597695452	98560316.74778539	71717803.71123384	71717803.71123384	0.014605965011382116	0.3439830535447871	2.6687961929804187	9936000.0	0.041514425	3.4587598661026226
Saltmarsh_1_000007141	158112000.0	0.42954282055783377	1.9477481773696286	0.15532476149616944	0.3106495229923389	0.1929212764071785	0.385842552814357	0.08695652173913043	0.30192331473032635	833546.684319132	4909175.101602185	833546.684319132	-0.005434990668575126	0.009602724090170786	0.0686601026197797	4665600.0	0.041514425	0.0889834929952345
Saltmarsh_1_000007147	158112000.0	0.6717007990649939	1.5825282793972693	0.12078494940748566	0.24156989881497132	0.19087911331276955	0.3817582266255391	0.0	0.242851361848306	0.0	4402638.918874681	0.0	-0.00815496565717371	0.00815496565717371	0.05476915206793208	4579200.0	0.041514425	0.07098082108003997
Saltmarsh_1_000007316	158112000.0	1.9532475698470706	0.03812534385281219	0.15411042464698135	0.3082208492939627	0.1524507035246702	0.3049014070493404	0.15384615384615385	0.33944041301042605	1328924.0897910045	2866229.969438162	1328924.0897910045	0.000894985133129301	0.005749635315825722	0.04525945516264877	950400.0	0.041514425	0.05865625389079281
Saltmarsh_1_000007357	158112000.0	1.7143778537628411	0.4573439281999434	0.05	0.1	0.05	0.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Saltmarsh_1_000007358	158112000.0	1.3708958800074837	0.11245946724738842	0.05	0.1	0.05	0.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Saltmarsh_1_000007359	158112000.0	1.9035628926411483	1.8302359155715973	0.05	0.1	0.05	0.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Saltmarsh_1_000007360	158112000.0	1.2069836086155148	0.3114757330542577	0.05	0.1	0.05	0.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Saltmarsh_2_000005531	158112000.0	1.299995658243562	1.127562958731821	0.36801815799880816	0.7360363159976163	0.4862989092219974	0.9725978184439948	0.5459770114942529	0.41013607357939075	28211809.767359216	43139303.042840295	28211809.767359216	-0.031022661205399704	0.17208171004219577	1.0357617302363304	39484800.0	0.041514425	1.3423472023862841
