plant	time	x	y	r_ag	h_ag	r_bg	h_bg	aboveground_resources	belowground_resources	res_ag	res_bg	res_eff	grow	maint	volume	age	salinity	transpiration
Saltmarsh_1_000005745	158112000.0	0.6154983237341722	0.03430339621679357	0.06547210358866365	0.1309442071773273	0.0978266342438086	0.1956532684876172	0.8	0.043726108968257904	1266751.8532432218	198303.65300621052	198303.65300621052	7.233007042360337e-07	0.0009907949643268167	0.007645746173596341	34819200.0	0.105	0.009908887040980857
Saltmarsh_1_000005922	158112000.0	0.014781288251760838	0.5234233894842093	0.05662395395245283	0.11324790790490566	0.073601404052959	0.147202808105918	0.6666666666666666	0.04129688069224357	787539.3537039064	97342.49599554534	97342.49599554534	1.6318868107859606e-05	0.0004703936118698671	0.003645899206609921	31017600.0	0.105	0.004725085371766457
Saltmarsh_1_000006428	158112000.0	1.321330591742806	1.0995226707376025	0.05307595698911001	0.10615191397822002	0.06929472336950804	0.13858944673901608	0.5	0.03627647558848063	522667.00103825954	76343.74736783771	76343.74736783771	-1.261665256539296e-05	0.00039433538940458155	0.0030300946854329228	20131200.0	0.105	0.003927002712321068
Saltmarsh_1_000006628	158112000.0	1.573957635645891	0.7371668477519697	0.05368637106336098	0.10737274212672196	0.08281682152054586	0.1656336430410917	0.25	0.030662259128358623	274507.9737576363	101714.87109536893	101714.87109536893	-9.186374313400775e-05	0.0006004380986108525	0.004541146277011461	15811200.0	0.105	0.005885325575006853
Saltmarsh_1_000007243	158112000.0	0.04475891640445839	1.9971261703949956	0.06487424647319608	0.12974849294639215	0.07806033712474737	0.15612067424949475	0.5	0.05182353655497233	773027.3345784947	130376.40144969046	130376.40144969046	4.8511637369937316e-05	0.000603370369878515	0.004704147207420209	2505600.0	0.105	0.0060965747808165915
Saltmarsh_1_000007294	158112000.0	0.6955560687259612	1.5760604072576068	0.051778615070701944	0.10355723014140389	0.054087220240442276	0.10817444048088455	0.5	0.045345594485600785	494086.91512515733	50153.52614375328	50153.52614375328	1.0203590500940975e-05	0.00024056404021782546	0.0018664076045273727	1382400.0	0.105	0.002418864255467475
Saltmarsh_1_000007297	158112000.0	0.03541311174595685	0.8548788166879686	0.05351441123906584	0.10702882247813168	0.057042796777627525	0.11408559355525505	0.5	0.05101379379630089	524297.8092544641	62670.773692440016	62670.773692440016	4.298729563068809e-05	0.000270366572831512	0.002129149123034331	1296000.0	0.105	0.002759377263452493
Saltmarsh_1_000007314	158112000.0	0.6267831966726063	1.525200453996769	0.05006402243667344	0.10012804487334688	0.05025597473916583	0.10051194947833166	0.3333333333333333	0.043726108968257904	308780.1538115727	40920.379363237626	40920.379363237626	-1.0755166569011393e-06	0.00020567741347308927	0.001585941562610763	950400.0	0.105	0.0020553802651435494
Saltmarsh_1_000007357	158112000.0	1.9961325640046284	1.226078899972429	0.05	0.1	0.05	0.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Saltmarsh_1_000007358	158112000.0	1.1177412596541485	1.1607852665924587	0.05	0.1	0.05	0.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
