t_step,V1,V27
39484800,0.009903662,0.009903662
39571200,0.009373738,0.009373738
39657600,0.008857034,0.008857034
39744000,0.008353703,0.008353703
39830400,0.007863892,0.007863892
39916800,0.007387748,0.007387748
40003200,0.006925413,0.006925413
40089600,0.00647702,0.00647702
40176000,0.006042706,0.006042706
40262400,0.005622598,0.005622598
40348800,0.005216821,0.005216821
40435200,0.004825493,0.004825493
40521600,0.004448734,0.004448734
40608000,0.004086652,0.004086652
40694400,0.003739356,0.003739356
40780800,0.003406949,0.003406949
40867200,0.003089529,0.003089529
40953600,0.002787191,0.002787191
41040000,0.002500024,0.002500024
41126400,0.002228112,0.002228112
41212800,0.001971536,0.001971536
41299200,0.001730373,0.001730373
41385600,0.001504694,0.001504694
41472000,0.001294567,0.001294567
41558400,0.001100052,0.001100052
41644800,0.000921207,0.000921207
41731200,0.000758087,0.000758087
41817600,0.000610738,0.000610738
41904000,0.000479206,0.000479206
41990400,0.000363528,0.000363528
42076800,0.000263738,0.000263738
42163200,0.000179868,0.000179868
42249600,0.000111942,0.000111942
42336000,6.00E-05,6.00E-05
42422400,2.40E-05,2.40E-05
42508800,4.00E-06,4.00E-06
42595200,0,0
42681600,1.20E-05,1.20E-05
42768000,4.00E-05,4.00E-05
42854400,8.40E-05,8.40E-05
42940800,0.000143911,0.000143911
43027200,0.000219812,0.000219812
43113600,0.000311645,0.000311645
43200000,0.000419382,0.000419382
43286400,0.000542992,0.000542992
43372800,0.000682438,0.000682438
43459200,0.000837678,0.000837678
43545600,0.001008667,0.001008667
43632000,0.001195353,0.001195353
43718400,0.001397683,0.001397683
43804800,0.001615594,0.001615594
43891200,0.001849024,0.001849024
43977600,0.002097901,0.002097901
44064000,0.002362156,0.002362156
44150400,0.002641706,0.002641706
44236800,0.00293647,0.00293647
44323200,0.00324636,0.00324636
44409600,0.003571285,0.003571285
44496000,0.00391115,0.00391115
44582400,0.004265851,0.004265851
44668800,0.004635286,0.004635286
44755200,0.005019343,0.005019343
44841600,0.00541791,0.00541791
44928000,0.005830868,0.005830868
45014400,0.006258096,0.006258096
45100800,0.006699465,0.006699465
45187200,0.007154846,0.007154846
45273600,0.007624102,0.007624102
45360000,0.008107098,0.008107098
45446400,0.008603687,0.008603687
45532800,0.009113725,0.009113725
45619200,0.009637056,0.009637056
45705600,0.01017353,0.01017353
45792000,0.010722987,0.010722987
45878400,0.011285262,0.011285262
45964800,0.01186019,0.01186019
46051200,0.0124476,0.0124476
46137600,0.013047319,0.013047319
46224000,0.013659168,0.013659168
46310400,0.014282965,0.014282965
46396800,0.014918529,0.014918529
46483200,0.015565668,0.015565668
46569600,0.01622419,0.01622419
46656000,0.016893902,0.016893902
46742400,0.017574604,0.017574604
46828800,0.018266096,0.018266096
46915200,0.018968171,0.018968171
47001600,0.019680623,0.019680623
47088000,0.020403241,0.020403241
47174400,0.021135808,0.021135808
47260800,0.021878109,0.021878109
47347200,0.022629925,0.022629925
47433600,0.02339103,0.02339103
47520000,0.024161202,0.024161202
47606400,0.02494021,0.02494021
47692800,0.025727825,0.025727825
47779200,0.026523813,0.026523813
47865600,0.027327938,0.027327938
47952000,0.028139962,0.028139962
48038400,0.028959644,0.028959644
48124800,0.029786743,0.029786743
48211200,0.03062101,0.03062101
48297600,0.031462201,0.031462201
48384000,0.032310067,0.032310067
48470400,0.033164354,0.033164354
48556800,0.03402481,0.03402481
48643200,0.034891181,0.034891181
48729600,0.035763211,0.035763211
48816000,0.036640638,0.036640638
48902400,0.037523206,0.037523206
48988800,0.038410651,0.038410651
49075200,0.039302712,0.039302712
49161600,0.040199123,0.040199123
49248000,0.041099618,0.041099618
49334400,0.042003931,0.042003931
49420800,0.042911794,0.042911794
49507200,0.043822939,0.043822939
49593600,0.044737094,0.044737094
49680000,0.04565399,0.04565399
49766400,0.046573355,0.046573355
49852800,0.047494915,0.047494915
49939200,0.048418399,0.048418399
50025600,0.049343531,0.049343531
50112000,0.050270038,0.050270038
50198400,0.051197646,0.051197646
50284800,0.05212608,0.05212608
50371200,0.053055066,0.053055066
50457600,0.053984325,0.053984325
50544000,0.055779676,0.055779676
50630400,0.057574495,0.057574495
50716800,0.059368249,0.059368249
50803200,0.06116041,0.06116041
50889600,0.062950442,0.062950442
50976000,0.064737819,0.064737819
51062400,0.066522008,0.066522008
51148800,0.068302483,0.068302483
51235200,0.070078714,0.070078714
51321600,0.071850177,0.071850177
51408000,0.073616345,0.073616345
51494400,0.075376697,0.075376697
51580800,0.077130708,0.077130708
51667200,0.078877862,0.078877862
51753600,0.080617638,0.080617638
51840000,0.082349524,0.082349524
51926400,0.084073004,0.084073004
52012800,0.085787566,0.085787566
52099200,0.087492707,0.087492707
52185600,0.089187917,0.089187917
52272000,0.090872695,0.090872695
52358400,0.092546545,0.092546545
52444800,0.094208966,0.094208966
52531200,0.095859467,0.095859467
52617600,0.09749756,0.09749756
52704000,0.09912276,0.09912276
52790400,0.100734584,0.100734584
52876800,0.102332554,0.102332554
52963200,0.103916198,0.103916198
53049600,0.105485047,0.105485047
53136000,0.107038634,0.107038634
53222400,0.108576501,0.108576501
53308800,0.110098191,0.110098191
53395200,0.111603252,0.111603252
53481600,0.113091241,0.113091241
53568000,0.114561713,0.114561713
53654400,0.116014236,0.116014236
53740800,0.117448378,0.117448378
53827200,0.118863715,0.118863715
53913600,0.120259826,0.120259826
54000000,0.1216363,0.1216363
54086400,0.122992725,0.122992725
54172800,0.124328702,0.124328702
54259200,0.125643835,0.125643835
54345600,0.126937732,0.126937732
54432000,0.128210012,0.128210012
54518400,0.129460299,0.129460299
54604800,0.13068822,0.13068822
54691200,0.131893411,0.131893411
54777600,0.133075517,0.133075517
54864000,0.134234186,0.134234186
54950400,0.135369075,0.135369075
55036800,0.136479849,0.136479849
55123200,0.137566175,0.137566175
55209600,0.138627737,0.138627737
55296000,0.139664216,0.139664216
55382400,0.140675306,0.140675306
55468800,0.141660709,0.141660709
55555200,0.142620131,0.142620131
55641600,0.143553287,0.143553287
55728000,0.144459903,0.144459903
55814400,0.145339708,0.145339708
55900800,0.146192444,0.146192444
55987200,0.147017856,0.147017856
56073600,0.147815701,0.147815701
56160000,0.148585741,0.148585741
56246400,0.149327749,0.149327749
56332800,0.150041504,0.150041504
56419200,0.150726795,0.150726795
56505600,0.151383419,0.151383419
56592000,0.152011182,0.152011182
56678400,0.152609898,0.152609898
56764800,0.153179388,0.153179388
56851200,0.153719486,0.153719486
56937600,0.154230029,0.154230029
57024000,0.154710867,0.154710867
57110400,0.155161859,0.155161859
57196800,0.155582869,0.155582869
57283200,0.155973772,0.155973772
57369600,0.156334455,0.156334455
57456000,0.156664808,0.156664808
57542400,0.156964735,0.156964735
57628800,0.157234148,0.157234148
57715200,0.157472965,0.157472965
57801600,0.157681116,0.157681116
57888000,0.15785854,0.15785854
57974400,0.158005182,0.158005182
58060800,0.158121002,0.158121002
58147200,0.158205964,0.158205964
58233600,0.158260042,0.158260042
58320000,0.158283222,0.158283222
58406400,0.158275494,0.158275494
58492800,0.158236864,0.158236864
58579200,0.158167342,0.158167342
58665600,0.158066948,0.158066948
58752000,0.157935711,0.157935711
58838400,0.157773671,0.157773671
58924800,0.157580877,0.157580877
59011200,0.157357385,0.157357385
59097600,0.157103262,0.157103262
59184000,0.156818582,0.156818582
59270400,0.15650343,0.15650343
59356800,0.156157898,0.156157898
59443200,0.15578209,0.15578209
59529600,0.155376119,0.155376119
59616000,0.154940103,0.154940103
59702400,0.154474171,0.154474171
59788800,0.153978461,0.153978461
59875200,0.153453122,0.153453122
59961600,0.152898308,0.152898308
60048000,0.152314182,0.152314182
60134400,0.15170092,0.15170092
60220800,0.151058703,0.151058703
60307200,0.15038772,0.15038772
60393600,0.14968817,0.14968817
60480000,0.148960262,0.148960262
60566400,0.148204211,0.148204211
60652800,0.14742024,0.14742024
60739200,0.146608581,0.146608581
60825600,0.145769476,0.145769476
60912000,0.144903174,0.144903174
60998400,0.14400993,0.14400993
61084800,0.14309001,0.14309001
61171200,0.142143686,0.142143686
61257600,0.141171237,0.141171237
61344000,0.140172954,0.140172954
61430400,0.139149132,0.139149132
61516800,0.138100073,0.138100073
61603200,0.137026088,0.137026088
61689600,0.135927497,0.135927497
61776000,0.134804624,0.134804624
61862400,0.133657803,0.133657803
61948800,0.132487371,0.132487371
62035200,0.131293679,0.131293679
62121600,0.130077077,0.130077077
62208000,0.128837928,0.128837928
62294400,0.127576599,0.127576599
62380800,0.126293462,0.126293462
62467200,0.124988898,0.124988898
62553600,0.123663294,0.123663294
62640000,0.122317043,0.122317043
62726400,0.120950543,0.120950543
62812800,0.119564199,0.119564199
62899200,0.118158424,0.118158424
62985600,0.116733632,0.116733632
63072000,0.115290246,0.115290246
63158400,0.113828693,0.113828693
63244800,0.112349408,0.112349408
63331200,0.110852827,0.110852827
63417600,0.109339396,0.109339396
63504000,0.107809561,0.107809561
63590400,0.106263777,0.106263777
63676800,0.104702502,0.104702502
63763200,0.103126196,0.103126196
63849600,0.101535331,0.101535331
63936000,0.099930374,0.099930374
64022400,0.098311802,0.098311802
64108800,0.096680096,0.096680096
64195200,0.095035737,0.095035737
64281600,0.093379214,0.093379214
64368000,0.091711018,0.091711018
64454400,0.090031641,0.090031641
64540800,0.088341585,0.088341585
64627200,0.086641347,0.086641347
64713600,0.084931432,0.084931432
64800000,0.083212347,0.083212347
64886400,0.0814846,0.0814846
64972800,0.079748704,0.079748704
65059200,0.078005175,0.078005175
65145600,0.076254527,0.076254527
65232000,0.07449728,0.07449728
65318400,0.072733955,0.072733955
65404800,0.070965075,0.070965075
65491200,0.069191162,0.069191162
65577600,0.067412742,0.067412742
65664000,0.065630345,0.065630345
65750400,0.063844495,0.063844495
65836800,0.062055724,0.062055724
65923200,0.060264562,0.060264562
66009600,0.058471539,0.058471539
66096000,0.056677185,0.056677185
66182400,0.054882034,0.054882034
66268800,0.053519678,0.053519678
66355200,0.052590521,0.052590521
66441600,0.051661777,0.051661777
66528000,0.050733722,0.050733722
66614400,0.04980663,0.04980663
66700800,0.048880775,0.048880775
66787200,0.047956433,0.047956433
66873600,0.047033877,0.047033877
66960000,0.046113381,0.046113381
67046400,0.045195218,0.045195218
67132800,0.044279657,0.044279657
67219200,0.043366973,0.043366973
67305600,0.042457436,0.042457436
67392000,0.041551315,0.041551315
67478400,0.040648876,0.040648876
67564800,0.03975039,0.03975039
67651200,0.038856121,0.038856121
67737600,0.037966335,0.037966335
67824000,0.037081296,0.037081296
67910400,0.036201266,0.036201266
67996800,0.035326505,0.035326505
68083200,0.034457273,0.034457273
68169600,0.033593826,0.033593826
68256000,0.032736423,0.032736423
68342400,0.031885315,0.031885315
68428800,0.031040756,0.031040756
68515200,0.030202995,0.030202995
68601600,0.029372282,0.029372282
68688000,0.028548862,0.028548862
68774400,0.027732978,0.027732978
68860800,0.026924874,0.026924874
68947200,0.026124787,0.026124787
69033600,0.025332956,0.025332956
69120000,0.024549616,0.024549616
69206400,0.023774997,0.023774997
69292800,0.02300933,0.02300933
69379200,0.022252841,0.022252841
69465600,0.021505755,0.021505755
69552000,0.020768293,0.020768293
69638400,0.020040674,0.020040674
69724800,0.019323114,0.019323114
69811200,0.018615824,0.018615824
69897600,0.017919015,0.017919015
69984000,0.017232893,0.017232893
70070400,0.016557659,0.016557659
70156800,0.015893517,0.015893517
70243200,0.015240662,0.015240662
70329600,0.014599289,0.014599289
70416000,0.013969584,0.013969584
70502400,0.013351738,0.013351738
70588800,0.012745932,0.012745932
70675200,0.012152346,0.012152346
70761600,0.011571156,0.011571156
70848000,0.011002533,0.011002533
70934400,0.010446646,0.010446646
71020800,0.009903662,0.009903662
71107200,0.009373738,0.009373738
71193600,0.008857034,0.008857034
71280000,0.008353703,0.008353703
71366400,0.007863892,0.007863892
71452800,0.007387748,0.007387748
71539200,0.006925413,0.006925413
71625600,0.00647702,0.00647702
71712000,0.006042706,0.006042706
71798400,0.005622598,0.005622598
71884800,0.005216821,0.005216821
71971200,0.004825493,0.004825493
72057600,0.004448734,0.004448734
72144000,0.004086652,0.004086652
72230400,0.003739356,0.003739356
72316800,0.003406949,0.003406949
72403200,0.003089529,0.003089529
72489600,0.002787191,0.002787191
72576000,0.002500024,0.002500024
72662400,0.002228112,0.002228112
72748800,0.001971536,0.001971536
72835200,0.001730373,0.001730373
72921600,0.001504694,0.001504694
73008000,0.001294567,0.001294567
73094400,0.001100052,0.001100052
73180800,0.000921207,0.000921207
73267200,0.000758087,0.000758087
73353600,0.000610738,0.000610738
73440000,0.000479206,0.000479206
73526400,0.000363528,0.000363528
73612800,0.000263738,0.000263738
73699200,0.000179868,0.000179868
73785600,0.000111942,0.000111942
73872000,6.00E-05,6.00E-05
73958400,2.40E-05,2.40E-05
74044800,4.00E-06,4.00E-06
74131200,0,0
74217600,1.20E-05,1.20E-05
74304000,4.00E-05,4.00E-05
74390400,8.40E-05,8.40E-05
74476800,0.000143911,0.000143911
74563200,0.000219812,0.000219812
74649600,0.000311645,0.000311645
74736000,0.000419382,0.000419382
74822400,0.000542992,0.000542992
74908800,0.000682438,0.000682438
74995200,0.000837678,0.000837678
75081600,0.001008667,0.001008667
75168000,0.001195353,0.001195353
75254400,0.001397683,0.001397683
75340800,0.001615594,0.001615594
