t_step,V1,V27
0,0.115290246,0.115290246
86400,0.113828693,0.113828693
172800,0.112349408,0.112349408
259200,0.110852827,0.110852827
345600,0.109339396,0.109339396
432000,0.107809561,0.107809561
518400,0.106263777,0.106263777
604800,0.104702502,0.104702502
691200,0.103126196,0.103126196
777600,0.101535331,0.101535331
864000,0.099930374,0.099930374
950400,0.098311802,0.098311802
1036800,0.096680096,0.096680096
1123200,0.095035737,0.095035737
1209600,0.093379214,0.093379214
1296000,0.091711018,0.091711018
1382400,0.090031641,0.090031641
1468800,0.088341585,0.088341585
1555200,0.086641347,0.086641347
1641600,0.084931432,0.084931432
1728000,0.083212347,0.083212347
1814400,0.0814846,0.0814846
1900800,0.079748704,0.079748704
1987200,0.078005175,0.078005175
2073600,0.076254527,0.076254527
2160000,0.07449728,0.07449728
2246400,0.072733955,0.072733955
2332800,0.070965075,0.070965075
2419200,0.069191162,0.069191162
2505600,0.067412742,0.067412742
2592000,0.065630345,0.065630345
2678400,0.063844495,0.063844495
2764800,0.062055724,0.062055724
2851200,0.060264562,0.060264562
2937600,0.058471539,0.058471539
3024000,0.056677185,0.056677185
3110400,0.054882034,0.054882034
3196800,0.053519678,0.053519678
3283200,0.052590521,0.052590521
3369600,0.051661777,0.051661777
3456000,0.050733722,0.050733722
3542400,0.04980663,0.04980663
3628800,0.048880775,0.048880775
3715200,0.047956433,0.047956433
3801600,0.047033877,0.047033877
3888000,0.046113381,0.046113381
3974400,0.045195218,0.045195218
4060800,0.044279657,0.044279657
4147200,0.043366973,0.043366973
4233600,0.042457436,0.042457436
4320000,0.041551315,0.041551315
4406400,0.040648876,0.040648876
4492800,0.03975039,0.03975039
4579200,0.038856121,0.038856121
4665600,0.037966335,0.037966335
4752000,0.037081296,0.037081296
4838400,0.036201266,0.036201266
4924800,0.035326505,0.035326505
5011200,0.034457273,0.034457273
5097600,0.033593826,0.033593826
5184000,0.032736423,0.032736423
5270400,0.031885315,0.031885315
5356800,0.031040756,0.031040756
5443200,0.030202995,0.030202995
5529600,0.029372282,0.029372282
5616000,0.028548862,0.028548862
5702400,0.027732978,0.027732978
5788800,0.026924874,0.026924874
5875200,0.026124787,0.026124787
5961600,0.025332956,0.025332956
6048000,0.024549616,0.024549616
6134400,0.023774997,0.023774997
6220800,0.02300933,0.02300933
6307200,0.022252841,0.022252841
6393600,0.021505755,0.021505755
6480000,0.020768293,0.020768293
6566400,0.020040674,0.020040674
6652800,0.019323114,0.019323114
6739200,0.018615824,0.018615824
6825600,0.017919015,0.017919015
6912000,0.017232893,0.017232893
6998400,0.016557659,0.016557659
7084800,0.015893517,0.015893517
7171200,0.015240662,0.015240662
7257600,0.014599289,0.014599289
7344000,0.013969584,0.013969584
7430400,0.013351738,0.013351738
7516800,0.012745932,0.012745932
7603200,0.012152346,0.012152346
7689600,0.011571156,0.011571156
7776000,0.011002533,0.011002533
7862400,0.010446646,0.010446646
7948800,0.009903662,0.009903662
8035200,0.009373738,0.009373738
8121600,0.008857034,0.008857034
8208000,0.008353703,0.008353703
8294400,0.007863892,0.007863892
8380800,0.007387748,0.007387748
8467200,0.006925413,0.006925413
8553600,0.00647702,0.00647702
8640000,0.006042706,0.006042706
8726400,0.005622598,0.005622598
8812800,0.005216821,0.005216821
8899200,0.004825493,0.004825493
8985600,0.004448734,0.004448734
9072000,0.004086652,0.004086652
9158400,0.003739356,0.003739356
9244800,0.003406949,0.003406949
9331200,0.003089529,0.003089529
9417600,0.002787191,0.002787191
9504000,0.002500024,0.002500024
9590400,0.002228112,0.002228112
9676800,0.001971536,0.001971536
9763200,0.001730373,0.001730373
9849600,0.001504694,0.001504694
9936000,0.001294567,0.001294567
10022400,0.001100052,0.001100052
10108800,0.000921207,0.000921207
10195200,0.000758087,0.000758087
10281600,0.000610738,0.000610738
10368000,0.000479206,0.000479206
10454400,0.000363528,0.000363528
10540800,0.000263738,0.000263738
10627200,0.000179868,0.000179868
10713600,0.000111942,0.000111942
10800000,6.00E-05,6.00E-05
10886400,2.40E-05,2.40E-05
10972800,4.00E-06,4.00E-06
11059200,0,0
11145600,1.20E-05,1.20E-05
11232000,4.00E-05,4.00E-05
11318400,8.40E-05,8.40E-05
11404800,0.000143911,0.000143911
11491200,0.000219812,0.000219812
11577600,0.000311645,0.000311645
11664000,0.000419382,0.000419382
11750400,0.000542992,0.000542992
11836800,0.000682438,0.000682438
11923200,0.000837678,0.000837678
12009600,0.001008667,0.001008667
12096000,0.001195353,0.001195353
12182400,0.001397683,0.001397683
12268800,0.001615594,0.001615594
12355200,0.001849024,0.001849024
12441600,0.002097901,0.002097901
12528000,0.002362156,0.002362156
12614400,0.002641706,0.002641706
12700800,0.00293647,0.00293647
12787200,0.00324636,0.00324636
12873600,0.003571285,0.003571285
12960000,0.00391115,0.00391115
13046400,0.004265851,0.004265851
13132800,0.004635286,0.004635286
13219200,0.005019343,0.005019343
13305600,0.00541791,0.00541791
13392000,0.005830868,0.005830868
13478400,0.006258096,0.006258096
13564800,0.006699465,0.006699465
13651200,0.007154846,0.007154846
13737600,0.007624102,0.007624102
13824000,0.008107098,0.008107098
13910400,0.008603687,0.008603687
13996800,0.009113725,0.009113725
14083200,0.009637056,0.009637056
14169600,0.01017353,0.01017353
14256000,0.010722987,0.010722987
14342400,0.011285262,0.011285262
14428800,0.01186019,0.01186019
14515200,0.0124476,0.0124476
14601600,0.013047319,0.013047319
14688000,0.013659168,0.013659168
14774400,0.014282965,0.014282965
14860800,0.014918529,0.014918529
14947200,0.015565668,0.015565668
15033600,0.01622419,0.01622419
15120000,0.016893902,0.016893902
15206400,0.017574604,0.017574604
15292800,0.018266096,0.018266096
15379200,0.018968171,0.018968171
15465600,0.019680623,0.019680623
15552000,0.020403241,0.020403241
15638400,0.021135808,0.021135808
15724800,0.021878109,0.021878109
15811200,0.022629925,0.022629925
15897600,0.02339103,0.02339103
15984000,0.024161202,0.024161202
16070400,0.02494021,0.02494021
16156800,0.025727825,0.025727825
16243200,0.026523813,0.026523813
16329600,0.027327938,0.027327938
16416000,0.028139962,0.028139962
16502400,0.028959644,0.028959644
16588800,0.029786743,0.029786743
16675200,0.03062101,0.03062101
16761600,0.031462201,0.031462201
16848000,0.032310067,0.032310067
16934400,0.033164354,0.033164354
17020800,0.03402481,0.03402481
17107200,0.034891181,0.034891181
17193600,0.035763211,0.035763211
17280000,0.036640638,0.036640638
17366400,0.037523206,0.037523206
17452800,0.038410651,0.038410651
17539200,0.039302712,0.039302712
17625600,0.040199123,0.040199123
17712000,0.041099618,0.041099618
17798400,0.042003931,0.042003931
17884800,0.042911794,0.042911794
17971200,0.043822939,0.043822939
18057600,0.044737094,0.044737094
18144000,0.04565399,0.04565399
18230400,0.046573355,0.046573355
18316800,0.047494915,0.047494915
18403200,0.048418399,0.048418399
18489600,0.049343531,0.049343531
18576000,0.050270038,0.050270038
18662400,0.051197646,0.051197646
18748800,0.05212608,0.05212608
18835200,0.053055066,0.053055066
18921600,0.053984325,0.053984325
19008000,0.055779676,0.055779676
19094400,0.057574495,0.057574495
19180800,0.059368249,0.059368249
19267200,0.06116041,0.06116041
19353600,0.062950442,0.062950442
19440000,0.064737819,0.064737819
19526400,0.066522008,0.066522008
19612800,0.068302483,0.068302483
19699200,0.070078714,0.070078714
19785600,0.071850177,0.071850177
19872000,0.073616345,0.073616345
19958400,0.075376697,0.075376697
20044800,0.077130708,0.077130708
20131200,0.078877862,0.078877862
20217600,0.080617638,0.080617638
20304000,0.082349524,0.082349524
20390400,0.084073004,0.084073004
20476800,0.085787566,0.085787566
20563200,0.087492707,0.087492707
20649600,0.089187917,0.089187917
20736000,0.090872695,0.090872695
20822400,0.092546545,0.092546545
20908800,0.094208966,0.094208966
20995200,0.095859467,0.095859467
21081600,0.09749756,0.09749756
21168000,0.09912276,0.09912276
21254400,0.100734584,0.100734584
21340800,0.102332554,0.102332554
21427200,0.103916198,0.103916198
21513600,0.105485047,0.105485047
21600000,0.107038634,0.107038634
21686400,0.108576501,0.108576501
21772800,0.110098191,0.110098191
21859200,0.111603252,0.111603252
21945600,0.113091241,0.113091241
22032000,0.114561713,0.114561713
22118400,0.116014236,0.116014236
22204800,0.117448378,0.117448378
22291200,0.118863715,0.118863715
22377600,0.120259826,0.120259826
22464000,0.1216363,0.1216363
22550400,0.122992725,0.122992725
22636800,0.124328702,0.124328702
22723200,0.125643835,0.125643835
22809600,0.126937732,0.126937732
22896000,0.128210012,0.128210012
22982400,0.129460299,0.129460299
23068800,0.13068822,0.13068822
23155200,0.131893411,0.131893411
23241600,0.133075517,0.133075517
23328000,0.134234186,0.134234186
23414400,0.135369075,0.135369075
23500800,0.136479849,0.136479849
23587200,0.137566175,0.137566175
23673600,0.138627737,0.138627737
23760000,0.139664216,0.139664216
23846400,0.140675306,0.140675306
23932800,0.141660709,0.141660709
24019200,0.142620131,0.142620131
24105600,0.143553287,0.143553287
24192000,0.144459903,0.144459903
24278400,0.145339708,0.145339708
24364800,0.146192444,0.146192444
24451200,0.147017856,0.147017856
24537600,0.147815701,0.147815701
24624000,0.148585741,0.148585741
24710400,0.149327749,0.149327749
24796800,0.150041504,0.150041504
24883200,0.150726795,0.150726795
24969600,0.151383419,0.151383419
25056000,0.152011182,0.152011182
25142400,0.152609898,0.152609898
25228800,0.153179388,0.153179388
25315200,0.153719486,0.153719486
25401600,0.154230029,0.154230029
25488000,0.154710867,0.154710867
25574400,0.155161859,0.155161859
25660800,0.155582869,0.155582869
25747200,0.155973772,0.155973772
25833600,0.156334455,0.156334455
25920000,0.156664808,0.156664808
26006400,0.156964735,0.156964735
26092800,0.157234148,0.157234148
26179200,0.157472965,0.157472965
26265600,0.157681116,0.157681116
26352000,0.15785854,0.15785854
26438400,0.158005182,0.158005182
26524800,0.158121002,0.158121002
26611200,0.158205964,0.158205964
26697600,0.158260042,0.158260042
26784000,0.158283222,0.158283222
26870400,0.158275494,0.158275494
26956800,0.158236864,0.158236864
27043200,0.158167342,0.158167342
27129600,0.158066948,0.158066948
27216000,0.157935711,0.157935711
27302400,0.157773671,0.157773671
27388800,0.157580877,0.157580877
27475200,0.157357385,0.157357385
27561600,0.157103262,0.157103262
27648000,0.156818582,0.156818582
27734400,0.15650343,0.15650343
27820800,0.156157898,0.156157898
27907200,0.15578209,0.15578209
27993600,0.155376119,0.155376119
28080000,0.154940103,0.154940103
28166400,0.154474171,0.154474171
28252800,0.153978461,0.153978461
28339200,0.153453122,0.153453122
28425600,0.152898308,0.152898308
28512000,0.152314182,0.152314182
28598400,0.15170092,0.15170092
28684800,0.151058703,0.151058703
28771200,0.15038772,0.15038772
28857600,0.14968817,0.14968817
28944000,0.148960262,0.148960262
29030400,0.148204211,0.148204211
29116800,0.14742024,0.14742024
29203200,0.146608581,0.146608581
29289600,0.145769476,0.145769476
29376000,0.144903174,0.144903174
29462400,0.14400993,0.14400993
29548800,0.14309001,0.14309001
29635200,0.142143686,0.142143686
29721600,0.141171237,0.141171237
29808000,0.140172954,0.140172954
29894400,0.139149132,0.139149132
29980800,0.138100073,0.138100073
30067200,0.137026088,0.137026088
30153600,0.135927497,0.135927497
30240000,0.134804624,0.134804624
30326400,0.133657803,0.133657803
30412800,0.132487371,0.132487371
30499200,0.131293679,0.131293679
30585600,0.130077077,0.130077077
30672000,0.128837928,0.128837928
30758400,0.127576599,0.127576599
30844800,0.126293462,0.126293462
30931200,0.124988898,0.124988898
31017600,0.123663294,0.123663294
31104000,0.122317043,0.122317043
31190400,0.120950543,0.120950543
31276800,0.119564199,0.119564199
31363200,0.118158424,0.118158424
31449600,0.116733632,0.116733632
31536000,0.115290246,0.115290246
31622400,0.113828693,0.113828693
31708800,0.112349408,0.112349408
31795200,0.110852827,0.110852827
31881600,0.109339396,0.109339396
31968000,0.107809561,0.107809561
32054400,0.106263777,0.106263777
32140800,0.104702502,0.104702502
32227200,0.103126196,0.103126196
32313600,0.101535331,0.101535331
32400000,0.099930374,0.099930374
32486400,0.098311802,0.098311802
32572800,0.096680096,0.096680096
32659200,0.095035737,0.095035737
32745600,0.093379214,0.093379214
32832000,0.091711018,0.091711018
32918400,0.090031641,0.090031641
33004800,0.088341585,0.088341585
33091200,0.086641347,0.086641347
33177600,0.084931432,0.084931432
33264000,0.083212347,0.083212347
33350400,0.0814846,0.0814846
33436800,0.079748704,0.079748704
33523200,0.078005175,0.078005175
33609600,0.076254527,0.076254527
33696000,0.07449728,0.07449728
33782400,0.072733955,0.072733955
33868800,0.070965075,0.070965075
33955200,0.069191162,0.069191162
34041600,0.067412742,0.067412742
34128000,0.065630345,0.065630345
34214400,0.063844495,0.063844495
34300800,0.062055724,0.062055724
34387200,0.060264562,0.060264562
34473600,0.058471539,0.058471539
34560000,0.056677185,0.056677185
34646400,0.054882034,0.054882034
34732800,0.053519678,0.053519678
34819200,0.052590521,0.052590521
34905600,0.051661777,0.051661777
34992000,0.050733722,0.050733722
35078400,0.04980663,0.04980663
35164800,0.048880775,0.048880775
35251200,0.047956433,0.047956433
35337600,0.047033877,0.047033877
35424000,0.046113381,0.046113381
35510400,0.045195218,0.045195218
35596800,0.044279657,0.044279657
35683200,0.043366973,0.043366973
35769600,0.042457436,0.042457436
35856000,0.041551315,0.041551315
35942400,0.040648876,0.040648876
36028800,0.03975039,0.03975039
36115200,0.038856121,0.038856121
36201600,0.037966335,0.037966335
36288000,0.037081296,0.037081296
36374400,0.036201266,0.036201266
36460800,0.035326505,0.035326505
36547200,0.034457273,0.034457273
36633600,0.033593826,0.033593826
36720000,0.032736423,0.032736423
36806400,0.031885315,0.031885315
36892800,0.031040756,0.031040756
36979200,0.030202995,0.030202995
37065600,0.029372282,0.029372282
37152000,0.028548862,0.028548862
37238400,0.027732978,0.027732978
37324800,0.026924874,0.026924874
37411200,0.026124787,0.026124787
37497600,0.025332956,0.025332956
37584000,0.024549616,0.024549616
37670400,0.023774997,0.023774997
37756800,0.02300933,0.02300933
37843200,0.022252841,0.022252841
37929600,0.021505755,0.021505755
38016000,0.020768293,0.020768293
38102400,0.020040674,0.020040674
38188800,0.019323114,0.019323114
38275200,0.018615824,0.018615824
38361600,0.017919015,0.017919015
38448000,0.017232893,0.017232893
38534400,0.016557659,0.016557659
38620800,0.015893517,0.015893517
38707200,0.015240662,0.015240662
38793600,0.014599289,0.014599289
38880000,0.013969584,0.013969584
38966400,0.013351738,0.013351738
39052800,0.012745932,0.012745932
39139200,0.012152346,0.012152346
39225600,0.011571156,0.011571156
39312000,0.011002533,0.011002533
39398400,0.010446646,0.010446646
