t_step,salinity_1,salinity_2
0,0.15373602550836837,0.15373602550836837
86400,0.15216327439874136,0.15216327439874136
172800,0.15057144220024798,0.15057144220024798
259200,0.1489609980847101,0.1489609980847101
345600,0.14733242198477128,0.14733242198477128
432000,0.1456861938330749,0.1456861938330749
518400,0.14402280324700403,0.14402280324700403
604800,0.14234274307218797,0.14234274307218797
691200,0.1406465083064205,0.1406465083064205
777600,0.1389346068604813,0.1389346068604813
864000,0.13720754126473922,0.13720754126473922
950400,0.1354658248103847,0.1354658248103847
1036800,0.13370997509293683,0.13370997509293683
1123200,0.13194050970791477,0.13194050970791477
1209600,0.13015795485949486,0.13015795485949486
1296000,0.1283628389040178,0.1283628389040178
1382400,0.12655569127390648,0.12655569127390648
1468800,0.12473705216240535,0.12473705216240535
1555200,0.1229074563823481,0.1229074563823481
1641600,0.12106744735522566,0.12106744735522566
1728000,0.11921757065469332,0.11921757065469332
1814400,0.11735837293048848,0.11735837293048848
1900800,0.1154904062127594,0.1154904062127594
1987200,0.11361422575990077,0.11361422575990077
2073600,0.111730384678143,0.111730384678143
2160000,0.10983944253020943,0.10983944253020943
2246400,0.10794195995490559,0.10794195995490559
2332800,0.1060384997432013,0.1060384997432013
2419200,0.10412962360998425,0.10412962360998425
2505600,0.10221589757447073,0.10221589757447073
2592000,0.10029789196020573,0.10029789196020573
2678400,0.09837617063424121,0.09837617063424121
2764800,0.09645130607228648,0.09645130607228648
2851200,0.09452386859788647,0.09452386859788647
2937600,0.09259442853458617,0.09259442853458617
3024000,0.0906635562059305,0.0906635562059305
3110400,0.08873182623979309,0.08873182623979309
3196800,0.08726581925222093,0.08726581925222093
3283200,0.08626596998040684,0.08626596998040684
3369600,0.08526656513052494,0.08526656513052494
3456000,0.0842679017012515,0.0842679017012515
3542400,0.08327027453909841,0.08327027453909841
3628800,0.0822739784905776,0.0822739784905776
3715200,0.08127931055436532,0.08127931055436532
3801600,0.08028656450089135,0.08028656450089135
3888000,0.07929603517666758,0.07929603517666758
3974400,0.07830801635212377,0.07830801635212377
4060800,0.07732279749336106,0.07732279749336106
4147200,0.07634067452297352,0.07634067452297352
4233600,0.07536193798314442,0.07536193798314442
4320000,0.0743868773399749,0.0743868773399749
4406400,0.07341577883131958,0.07341577883131958
4492800,0.07244893407544392,0.07244893407544392
4579200,0.07148662715803825,0.07148662715803825
4665600,0.07052914431695714,0.07052914431695714
4752000,0.069576769637891,0.069576769637891
4838400,0.06862978505436576,0.06862978505436576
4924800,0.06768847034774311,0.06768847034774311
5011200,0.06675310529938475,0.06675310529938475
5097600,0.06582396538632371,0.06582396538632371
5184000,0.06490132931383949,0.06490132931383949
5270400,0.06398546717855431,0.06398546717855431
5356800,0.06307665230533693,0.06307665230533693
5443200,0.062175152638645245,0.062175152638645245
5529600,0.061281237199019324,0.061281237199019324
5616000,0.06039516962658844,0.06039516962658844
5702400,0.059517211409317546,0.059517211409317546
5788800,0.05864762511125375,0.05864762511125375
5875200,0.057786665763869045,0.057786665763869045
5961600,0.05693459055079976,0.05693459055079976
6048000,0.05609165235135353,0.05609165235135353
6134400,0.05525809866442725,0.05525809866442725
6220800,0.054434178064999936,0.054434178064999936
6307200,0.05362013374763981,0.05362013374763981
6393600,0.05281620783083296,0.05281620783083296
6480000,0.052022638128736795,0.052022638128736795
6566400,0.051239660303344425,0.051239660303344425
6652800,0.050467506788402464,0.050467506788402464
6739200,0.04970640463724675,0.04970640463724675
6825600,0.04895658090321309,0.04895658090321309
6912000,0.048218257259226516,0.048218257259226516
6998400,0.04749164999780125,0.04749164999780125
7084800,0.04677697863969797,0.04677697863969797
7171200,0.046074453020937975,0.046074453020937975
7257600,0.04538428297754248,0.04538428297754248
7344000,0.04470666866079333,0.04470666866079333
7430400,0.04404181560238312,0.04404181560238312
7516800,0.043389918573182876,0.043389918573182876
7603200,0.04275117126798145,0.04275117126798145
7689600,0.042125763077239045,0.042125763077239045
7776000,0.04151387801100509,0.04151387801100509
7862400,0.040915697927164665,0.040915697927164665
7948800,0.04033140253143852,0.04033140253143852
8035200,0.03976116076872585,0.03976116076872585
8121600,0.0392051448121723,0.0392051448121723
8208000,0.03866351930234839,0.03866351930234839
8294400,0.03813644242333167,0.03813644242333167
8380800,0.03762407235919972,0.03762407235919972
8467200,0.037126561913619294,0.037126561913619294
8553600,0.03664405420551771,0.03664405420551771
8640000,0.03617669665815093,0.03617669665815093
8726400,0.03572462593395334,0.03572462593395334
8812800,0.03528797654319492,0.03528797654319492
8899200,0.03486687546357063,0.03486687546357063
8985600,0.03446145182493969,0.03446145182493969
9072000,0.03407182184417541,0.03407182184417541
9158400,0.033698102814233286,0.033698102814233286
9244800,0.03334040557157579,0.03334040557157579
9331200,0.03299883557225464,0.03299883557225464
9417600,0.03267349504407509,0.03267349504407509
9504000,0.0323644797583494,0.0323644797583494
9590400,0.032071880105979,0.032071880105979
9676800,0.0317957832496189,0.0317957832496189
9763200,0.031536272047595446,0.031536272047595446
9849600,0.03129342290174203,0.03129342290174203
9936000,0.031067308985645525,0.031067308985645525
10022400,0.030857994864235558,0.030857994864235558
10108800,0.030665542950277416,0.030665542950277416
10195200,0.030490012428289956,0.030490012428289956
10281600,0.030331452798052508,0.030331452798052508
10368000,0.03018991355934446,0.03018991355934446
10454400,0.030065434527205753,0.030065434527205753
10540800,0.02995805228842982,0.02995805228842982
10627200,0.029867801277645795,0.029867801277645795
10713600,0.029794707320825536,0.029794707320825536
10800000,0.029738813461255453,0.029738813461255453
10886400,0.02970007450348479,0.02970007450348479
10972800,0.029678552860278873,0.029678552860278873
11059200,0.02967424853163768,0.02967424853163768
11145600,0.029687161517561234,0.029687161517561234
11232000,0.029717291818049524,0.029717291818049524
11318400,0.02976463943310255,0.02976463943310255
11404800,0.029829108591408027,0.029829108591408027
11491200,0.02991078430345666,0.02991078430345666
11577600,0.030009604156483113,0.030009604156483113
11664000,0.030125538020186915,0.030125538020186915
11750400,0.03025855253602111,0.03025855253602111
11836800,0.030408607888945727,0.030408607888945727
11923200,0.030575658883510062,0.030575658883510062
12009600,0.030759657096016912,0.030759657096016912
12096000,0.03096054657019391,0.03096054657019391
12182400,0.031178270273686595,0.031178270273686595
12268800,0.03141276041331885,0.03141276041331885
12355200,0.03166395027199674,0.03166395027199674
12441600,0.0319317623718047,0.0319317623718047
12528000,0.03221612246307372,0.03221612246307372
12614400,0.032516941230984434,0.032516941230984434
12700800,0.032834131512881906,0.032834131512881906
12787200,0.03316759861353602,0.03316759861353602
12873600,0.03351724460947017,0.03351724460947017
12960000,0.033882967272879164,0.033882967272879164
13046400,0.034264654691218296,0.034264654691218296
13132800,0.03466219710410723,0.03466219710410723
13219200,0.035075473990344,0.035075473990344
13305600,0.03550436482872668,0.03550436482872668
13392000,0.03594874156547817,0.03594874156547817
13478400,0.03640847399465709,0.03640847399465709
13564800,0.03688342330166475,0.03688342330166475
13651200,0.03737345067190248,0.03737345067190248
13737600,0.03787840868211431,0.03787840868211431
13824000,0.0383981520612086,0.0383981520612086
13910400,0.03893252262510781,0.03893252262510781
13996800,0.039481365417980835,0.039481365417980835
14083200,0.04004451257101066,0.04004451257101066
14169600,0.040621802671873264,0.040621802671873264
14256000,0.041213063547423004,0.041213063547423004
14342400,0.0418181176441034,0.0418181176441034
14428800,0.04243678740835802,0.04243678740835802
14515200,0.043068888830137465,0.043068888830137465
14601600,0.04371423574722799,0.04371423574722799
14688000,0.0443726355409229,0.0443726355409229
14774400,0.04504389236426903,0.04504389236426903
14860800,0.04572781144639536,0.04572781144639536
14947200,0.046424186179527115,0.046424186179527115
15033600,0.04713280995588952,0.04713280995588952
15120000,0.04785347509162564,0.04785347509162564
15206400,0.04858596637030341,0.04858596637030341
15292800,0.049330068575490764,0.049330068575490764
15379200,0.05008555895818054,0.05008555895818054
15465600,0.05085221584544771,0.05085221584544771
15552000,0.051629812183956444,0.051629812183956444
15638400,0.05241811446387796,0.05241811446387796
15724800,0.0532168913275478,0.0532168913275478
15811200,0.054025907112972844,0.054025907112972844
15897600,0.054844918625584896,0.054844918625584896
15984000,0.05567368697514434,0.05567368697514434
16070400,0.05651196358667217,0.05651196358667217
16156800,0.05735950203735365,0.05735950203735365
16243200,0.0582160505239633,0.0582160505239633
16329600,0.05908135509111127,0.05908135509111127
16416000,0.05995515963124343,0.05995515963124343
16502400,0.06083720480855913,0.06083720480855913
16588800,0.061727231287257746,0.061727231287257746
16675200,0.06262497112288136,0.06262497112288136
16761600,0.06353016175138287,0.06353016175138287
16848000,0.06444253522830434,0.06444253522830434
16934400,0.06536181822877708,0.06536181822877708
17020800,0.06628773958009669,0.06628773958009669
17107200,0.06722002595739444,0.06722002595739444
17193600,0.06815840188363731,0.06815840188363731
17280000,0.0691025854252993,0.0691025854252993
17366400,0.07005230110534738,0.07005230110534738
17452800,0.0710072648380912,0.0710072648380912
17539200,0.07196719576608696,0.07196719576608696
17625600,0.07293180765148002,0.07293180765148002
17712000,0.0739008142564157,0.0739008142564157
17798400,0.07487392934303941,0.07487392934303941
17884800,0.07585086452133218,0.07585086452133218
17971200,0.07683133140127502,0.07683133140127502
18057600,0.07781503728852035,0.07781503728852035
18144000,0.07880169271696706,0.07880169271696706
18230400,0.07979100499226754,0.07979100499226754
18316800,0.08078267926790987,0.08078267926790987
18403200,0.08177642392562862,0.08177642392562862
18489600,0.08277194196674752,0.08277194196674752
18576000,0.08376893962083683,0.08376893962083683
18662400,0.08476712204138462,0.08476712204138462
18748800,0.08576619330579682,0.08576619330579682
18835200,0.08676585856756151,0.08676585856756151
18921600,0.08776581759975596,0.08776581759975596
19008000,0.08969776278232544,0.08969776278232544
19094400,0.09162913548918565,0.09162913548918565
19180800,0.09355936216854514,0.09355936216854514
19267200,0.09548787464902328,0.09548787464902328
19353600,0.09741409615058214,0.09741409615058214
19440000,0.09933746065400542,0.09933746065400542
19526400,0.10125739460750167,0.10125739460750167
19612800,0.1031733319918546,0.1031733319918546
19699200,0.10508470248351923,0.10508470248351923
