t_step,V1,V27
22636800,0.0673503,0.0673503
22723200,0.067352628,0.067352628
22809600,0.067368755,0.067368755
22896000,0.067446077,0.067446077
22982400,0.067734374,0.067734374
23068800,0.06863028,0.06863028
23155200,0.071055685,0.071055685
23241600,0.076949495,0.076949495
23328000,0.090080036,0.090080036
23414400,0.117317831,0.117317831
23500800,0.170545498,0.170545498
23587200,0.067350109,0.067350109
23673600,0.067350109,0.067350109
23760000,0.067350115,0.067350115
23846400,0.067350345,0.067350345
23932800,0.067353191,0.067353191
24019200,0.067372763,0.067372763
24105600,0.067465915,0.067465915
24192000,0.067810739,0.067810739
24278400,0.068874811,0.068874811
24364800,0.071735788,0.071735788
24451200,0.078641692,0.078641692
24537600,0.093926856,0.093926856
24624000,0.125432456,0.125432456
24710400,0.186617206,0.186617206
24796800,0.067350109,0.067350109
24883200,0.067350109,0.067350109
24969600,0.067350116,0.067350116
25056000,0.067350376,0.067350376
25142400,0.067353575,0.067353575
25228800,0.067375462,0.067375462
25315200,0.067479058,0.067479058
25401600,0.067860481,0.067860481
25488000,0.069031214,0.069031214
25574400,0.072162399,0.072162399
25660800,0.079681236,0.079681236
25747200,0.096237544,0.096237544
25833600,0.130189928,0.130189928
25920000,0.195795288,0.195795288
26006400,0.067350109,0.067350109
26092800,0.067350109,0.067350109
26179200,0.067350116,0.067350116
26265600,0.067350391,0.067350391
26352000,0.067353759,0.067353759
26438400,0.067376696,0.067376696
26524800,0.067484748,0.067484748
26611200,0.067880724,0.067880724
26697600,0.069090449,0.069090449
26784000,0.072310859,0.072310859
26870400,0.080008043,0.080008043
26956800,0.096878541,0.096878541
27043200,0.131315263,0.131315263
27129600,0.197549255,0.197549255
27216000,0.067350109,0.067350109
27302400,0.067350109,0.067350109
27388800,0.067350116,0.067350116
27475200,0.067350391,0.067350391
27561600,0.067353732,0.067353732
27648000,0.067376392,0.067376392
27734400,0.067482658,0.067482658
27820800,0.067870297,0.067870297
27907200,0.069049092,0.069049092
27993600,0.07217259,0.07217259
28080000,0.079603223,0.079603223
28166400,0.095812799,0.095812799
28252800,0.12874342,0.12874342
28339200,0.191777723,0.191777723
28425600,0.067350109,0.067350109
28512000,0.067350109,0.067350109
28598400,0.067350116,0.067350116
28684800,0.067350374,0.067350374
28771200,0.067353496,0.067353496
28857600,0.067374569,0.067374569
28944000,0.067472906,0.067472906
29030400,0.067829803,0.067829803
29116800,0.068909534,0.068909534
29203200,0.07175558,0.07175558
29289600,0.078490173,0.078490173
29376000,0.093101914,0.093101914
29462400,0.122623049,0.122623049
29548800,0.178814288,0.178814288
29635200,0.067350109,0.067350109
29721600,0.067350109,0.067350109
29808000,0.067350115,0.067350115
29894400,0.067350341,0.067350341
29980800,0.067353065,0.067353065
30067200,0.067371334,0.067371334
30153600,0.067456054,0.067456054
30240000,0.067761583,0.067761583
30326400,0.068679842,0.068679842
30412800,0.071083935,0.071083935
30499200,0.076733231,0.076733231
30585600,0.088902579,0.088902579
30672000,0.113307909,0.113307909
30758400,0.159408235,0.159408235
30844800,0.067350109,0.067350109
30931200,0.067350109,0.067350109
31017600,0.067350115,0.067350115
31104000,0.067350294,0.067350294
31190400,0.067352462,0.067352462
31276800,0.06736687,0.06736687
31363200,0.067433081,0.067433081
31449600,0.067669578,0.067669578
31536000,0.067662231,0.067662231
31622400,0.068348897,0.068348897
31708800,0.070126118,0.070126118
31795200,0.074252303,0.074252303
31881600,0.08302885,0.08302885
31968000,0.100397141,0.100397141
32054400,0.132747577,0.132747577
32140800,0.067350109,0.067350109
32227200,0.067350109,0.067350109
32313600,0.067350113,0.067350113
32400000,0.067350234,0.067350234
32486400,0.067351667,0.067351667
32572800,0.067361021,0.067361021
32659200,0.067403186,0.067403186
32745600,0.067550677,0.067550677
32832000,0.06797976,0.06797976
32918400,0.069064622,0.069064622
33004800,0.071520088,0.071520088
33091200,0.076599866,0.076599866
33177600,0.086350676,0.086350676
33264000,0.103912057,0.103912057
33350400,0.067350109,0.067350109
33436800,0.067350109,0.067350109
33523200,0.067350111,0.067350111
33609600,0.067350169,0.067350169
33696000,0.06735083,0.06735083
33782400,0.067354902,0.067354902
33868800,0.067372063,0.067372063
33955200,0.06742753,0.06742753
34041600,0.067574226,0.067574226
34128000,0.067904026,0.067904026
34214400,0.068546848,0.068546848
34300800,0.069636248,0.069636248
34387200,0.07120598,0.07120598
34473600,0.072963259,0.072963259
34560000,0.067350109,0.067350109
34646400,0.067350109,0.067350109
34732800,0.067350109,0.067350109
34819200,0.067350105,0.067350105
34905600,0.067350028,0.067350028
34992000,0.067349277,0.067349277
35078400,0.067344707,0.067344707
35164800,0.067324125,0.067324125
35251200,0.067249504,0.067249504
35337600,0.067019526,0.067019526
35424000,0.066394803,0.066394803
35510400,0.064860687,0.064860687
35596800,0.061391743,0.061391743
35683200,0.054068639,0.054068639
35769600,0.067350109,0.067350109
35856000,0.067350109,0.067350109
35942400,0.067350107,0.067350107
36028800,0.06735007,0.06735007
36115200,0.067349577,0.067349577
36201600,0.067346016,0.067346016
36288000,0.067328255,0.067328255
36374400,0.067259571,0.067259571
36460800,0.067038713,0.067038713
36547200,0.066421348,0.066421348
36633600,0.064875292,0.064875292
36720000,0.061331864,0.061331864
36806400,0.053782,0.053782
36892800,0.038649514,0.038649514
36979200,0.067350109,0.067350109
37065600,0.067350109,0.067350109
37152000,0.067350107,0.067350107
37238400,0.067350037,0.067350037
37324800,0.067349157,0.067349157
37411200,0.067342988,0.067342988
37497600,0.067313064,0.067313064
37584000,0.067200251,0.067200251
37670400,0.066845921,0.066845921
37756800,0.06587685,0.06587685
37843200,0.063498824,0.063498824
37929600,0.058150896,0.058150896
38016000,0.046956492,0.046956492
38102400,0.02488928,0.02488928
38188800,0.067350109,0.067350109
38275200,0.067350109,0.067350109
38361600,0.067350107,0.067350107
38448000,0.067350008,0.067350008
38534400,0.067348794,0.067348794
38620800,0.067340374,0.067340374
38707200,0.067300017,0.067300017
38793600,0.067149591,0.067149591
38880000,0.06668227,0.06668227
38966400,0.065417509,0.065417509
39052800,0.062344959,0.062344959
39139200,0.055501642,0.055501642
39225600,0.041309733,0.041309733
39312000,0.013583279,0.013583279
39398400,0.067350109,0.067350109
39484800,0.067350109,0.067350109
39571200,0.067350105,0.067350105
39657600,0.067349985,0.067349985
39744000,0.067348506,0.067348506
39830400,0.06733832,0.06733832
39916800,0.067289862,0.067289862
40003200,0.067110522,0.067110522
40089600,0.066557223,0.066557223
40176000,0.065069869,0.065069869
40262400,0.061480392,0.061480392
40348800,0.053537227,0.053537227
40435200,0.037168105,0.037168105
40521600,0.005384994,0.005384994
40608000,0.067350109,0.067350109
40694400,0.067350109,0.067350109
40780800,0.067350105,0.067350105
40867200,0.06734997,0.06734997
40953600,0.067348309,0.067348309
41040000,0.06733695,0.06733695
41126400,0.067283192,0.067283192
41212800,0.0670853,0.0670853
41299200,0.066478001,0.066478001
41385600,0.064854028,0.064854028
41472000,0.060955095,0.060955095
41558400,0.052371195,0.052371195
41644800,0.034770994,0.034770994
41731200,0.000768285,0.000768285
41817600,0.067350109,0.067350109
41904000,0.067350109,0.067350109
41990400,0.067350105,0.067350105
42076800,0.067349962,0.067349962
42163200,0.067348218,0.067348218
42249600,0.067336339,0.067336339
42336000,0.067280389,0.067280389
42422400,0.067075385,0.067075385
42508800,0.066449189,0.066449189
42595200,0.064782462,0.064782462
42681600,0.060799427,0.060799427
42768000,0.052070944,0.052070944
42854400,0.034256952,0.034256952
42940800,0,0
43027200,0.067350109,0.067350109
43113600,0.067350109,0.067350109
43200000,0.067350105,0.067350105
43286400,0.067349964,0.067349964
43372800,0.067348235,0.067348235
43459200,0.067336524,0.067336524
43545600,0.067281616,0.067281616
43632000,0.067081348,0.067081348
43718400,0.066472449,0.066472449
43804800,0.064859305,0.064859305
43891200,0.061022389,0.061022389
43977600,0.052653826,0.052653826
44064000,0.03565569,0.03565569
44150400,0.003124544,0.003124544
44236800,0.067350109,0.067350109
44323200,0.067350109,0.067350109
44409600,0.067350105,0.067350105
44496000,0.067349971,0.067349971
44582400,0.067348361,0.067348361
44668800,0.067337495,0.067337495
44755200,0.067286802,0.067286802
44841600,0.067102846,0.067102846
44928000,0.066546438,0.066546438
45014400,0.065080114,0.065080114
45100800,0.061611093,0.061611093
45187200,0.054086152,0.054086152
45273600,0.038886363,0.038886363
45360000,0.009961318,0.009961318
45446400,0.067350109,0.067350109
45532800,0.067350109,0.067350109
45619200,0.067350105,0.067350105
45705600,0.067349989,0.067349989
45792000,0.067348589,0.067348589
45878400,0.067339194,0.067339194
45964800,0.067295645,0.067295645
46051200,0.067138636,0.067138636
46137600,0.066666878,0.066666878
46224000,0.065432129,0.065432129
46310400,0.062531511,0.062531511
46396800,0.056285133,0.056285133
46483200,0.043762239,0.043762239
46569600,0.02011516,0.02011516
46656000,0.067350109,0.067350109
46742400,0.067350109,0.067350109
46828800,0.067350107,0.067350107
46915200,0.067350014,0.067350014
47001600,0.067348902,0.067348902
47088000,0.067341526,0.067341526
47174400,0.067307639,0.067307639
47260800,0.067186649,0.067186649
47347200,0.066826811,0.066826811
47433600,0.065895005,0.065895005
47520000,0.063730443,0.063730443
47606400,0.059123668,0.059123668
47692800,0.05000149,0.05000149
47779200,0.032999176,0.032999176
47865600,0.067350109,0.067350109
47952000,0.067350109,0.067350109
48038400,0.067350107,0.067350107
48124800,0.067350043,0.067350043
48211200,0.067349287,0.067349287
48297600,0.067344353,0.067344353
48384000,0.067322085,0.067322085
48470400,0.067244109,0.067244109
48556800,0.067016989,0.067016989
48643200,0.066441985,0.066441985
48729600,0.065138591,0.065138591
48816000,0.062437693,0.062437693
48902400,0.05724349,0.05724349
48988800,0.047868672,0.047868672
49075200,0.067350109,0.067350109
49161600,0.067350109,0.067350109
49248000,0.067350109,0.067350109
49334400,0.067350076,0.067350076
49420800,0.06734972,0.06734972
49507200,0.067347512,0.067347512
49593600,0.067338152,0.067338152
49680000,0.067307697,0.067307697
49766400,0.067226422,0.067226422
49852800,0.067041455,0.067041455
49939200,0.066674566,0.066674566
50025600,0.066035653,0.066035653
50112000,0.065069652,0.065069652
50198400,0.063864193,0.063864193
50284800,0.067350109,0.067350109
50371200,0.067350109,0.067350109
50457600,0.067350109,0.067350109
50544000,0.067350115,0.067350115
50630400,0.067350234,0.067350234
50716800,0.067351485,0.067351485
50803200,0.067359387,0.067359387
50889600,0.067395757,0.067395757
50976000,0.067529583,0.067529583
51062400,0.067946437,0.067946437
51148800,0.06908792,0.06908792
51235200,0.071908675,0.071908675
51321600,0.078319189,0.078319189
51408000,0.091908216,0.091908216
51494400,0.067350109,0.067350109
51580800,0.067350109,0.067350109
51667200,0.067350111,0.067350111
51753600,0.067350182,0.067350182
51840000,0.067351106,0.067351106
51926400,0.0673578,0.0673578
52012800,0.067391227,0.067391227
52099200,0.067520707,0.067520707
52185600,0.067937649,0.067937649
52272000,0.069104625,0.069104625
52358400,0.072030447,0.072030447
52444800,0.078743314,0.078743314
52531200,0.093060153,0.093060153
52617600,0.121781732,0.121781732
52704000,0.067350109,0.067350109
52790400,0.067350109,0.067350109
52876800,0.067350113,0.067350113
52963200,0.067350244,0.067350244
53049600,0.067351918,0.067351918
53136000,0.067363668,0.067363668
53222400,0.067420691,0.067420691
53308800,0.067635797,0.067635797
53395200,0.068311756,0.068311756
53481600,0.070161401,0.070161401
53568000,0.074702454,0.074702454
53654400,0.084919426,0.084919426
53740800,0.106315078,0.106315078
53827200,0.148509105,0.148509105
53913600,0.067350109,0.067350109
54000000,0.067350109,0.067350109
54086400,0.067350115,0.067350115
54172800,0.0673503,0.0673503
54259200,0.067352628,0.067352628
54345600,0.067368755,0.067368755
54432000,0.067446077,0.067446077
54518400,0.067734374,0.067734374
54604800,0.06863028,0.06863028
54691200,0.071055685,0.071055685
54777600,0.076949495,0.076949495
54864000,0.090080036,0.090080036
54950400,0.117317831,0.117317831
55036800,0.170545498,0.170545498
55123200,0.067350109,0.067350109
55209600,0.067350109,0.067350109
55296000,0.067350115,0.067350115
55382400,0.067350345,0.067350345
55468800,0.067353191,0.067353191
55555200,0.067372763,0.067372763
55641600,0.067465915,0.067465915
55728000,0.067810739,0.067810739
55814400,0.068874811,0.068874811
55900800,0.071735788,0.071735788
55987200,0.078641692,0.078641692
56073600,0.093926856,0.093926856
56160000,0.125432456,0.125432456
56246400,0.186617206,0.186617206
56332800,0.067350109,0.067350109
56419200,0.067350109,0.067350109
56505600,0.067350116,0.067350116
56592000,0.067350376,0.067350376
56678400,0.067353575,0.067353575
56764800,0.067375462,0.067375462
56851200,0.067479058,0.067479058
56937600,0.067860481,0.067860481
57024000,0.069031214,0.069031214
57110400,0.072162399,0.072162399
57196800,0.079681236,0.079681236
57283200,0.096237544,0.096237544
57369600,0.130189928,0.130189928
57456000,0.195795288,0.195795288
57542400,0.067350109,0.067350109
57628800,0.067350109,0.067350109
57715200,0.067350116,0.067350116
57801600,0.067350391,0.067350391
57888000,0.067353759,0.067353759
57974400,0.067376696,0.067376696
58060800,0.067484748,0.067484748
58147200,0.067880724,0.067880724
58233600,0.069090449,0.069090449
58320000,0.072310859,0.072310859
58406400,0.080008043,0.080008043
58492800,0.096878541,0.096878541
58579200,0.131315263,0.131315263
58665600,0.197549255,0.197549255
58752000,0.067350109,0.067350109
58838400,0.067350109,0.067350109
58924800,0.067350116,0.067350116
59011200,0.067350391,0.067350391
59097600,0.067353732,0.067353732
59184000,0.067376392,0.067376392
59270400,0.067482658,0.067482658
59356800,0.067870297,0.067870297
59443200,0.069049092,0.069049092
59529600,0.07217259,0.07217259
59616000,0.079603223,0.079603223
59702400,0.095812799,0.095812799
59788800,0.12874342,0.12874342
59875200,0.191777723,0.191777723
59961600,0.067350109,0.067350109
60048000,0.067350109,0.067350109
60134400,0.067350116,0.067350116
60220800,0.067350374,0.067350374
60307200,0.067353496,0.067353496
60393600,0.067374569,0.067374569
60480000,0.067472906,0.067472906
60566400,0.067829803,0.067829803
60652800,0.068909534,0.068909534
60739200,0.07175558,0.07175558
60825600,0.078490173,0.078490173
60912000,0.093101914,0.093101914
60998400,0.122623049,0.122623049
61084800,0.178814288,0.178814288
61171200,0.067350109,0.067350109
61257600,0.067350109,0.067350109
61344000,0.067350115,0.067350115
61430400,0.067350341,0.067350341
61516800,0.067353065,0.067353065
61603200,0.067371334,0.067371334
61689600,0.067456054,0.067456054
61776000,0.067761583,0.067761583
61862400,0.068679842,0.068679842
61948800,0.071083935,0.071083935
62035200,0.076733231,0.076733231
62121600,0.088902579,0.088902579
62208000,0.113307909,0.113307909
62294400,0.159408235,0.159408235
62380800,0.067350109,0.067350109
62467200,0.067350109,0.067350109
62553600,0.067350115,0.067350115
62640000,0.067350294,0.067350294
62726400,0.067352462,0.067352462
62812800,0.06736687,0.06736687
62899200,0.067433081,0.067433081
62985600,0.067669578,0.067669578
63072000,0.067662231,0.067662231
63158400,0.068348897,0.068348897
63244800,0.070126118,0.070126118
63331200,0.074252303,0.074252303
63417600,0.08302885,0.08302885
63504000,0.100397141,0.100397141
63590400,0.132747577,0.132747577
63676800,0.067350109,0.067350109
63763200,0.067350109,0.067350109
63849600,0.067350113,0.067350113
63936000,0.067350234,0.067350234
64022400,0.067351667,0.067351667
64108800,0.067361021,0.067361021
64195200,0.067403186,0.067403186
64281600,0.067550677,0.067550677
64368000,0.06797976,0.06797976
64454400,0.069064622,0.069064622
64540800,0.071520088,0.071520088
64627200,0.076599866,0.076599866
64713600,0.086350676,0.086350676
64800000,0.103912057,0.103912057
64886400,0.067350109,0.067350109
64972800,0.067350109,0.067350109
65059200,0.067350111,0.067350111
65145600,0.067350169,0.067350169
65232000,0.06735083,0.06735083
65318400,0.067354902,0.067354902
65404800,0.067372063,0.067372063
65491200,0.06742753,0.06742753
65577600,0.067574226,0.067574226
65664000,0.067904026,0.067904026
65750400,0.068546848,0.068546848
65836800,0.069636248,0.069636248
65923200,0.07120598,0.07120598
66009600,0.072963259,0.072963259
66096000,0.067350109,0.067350109
66182400,0.067350109,0.067350109
66268800,0.067350109,0.067350109
66355200,0.067350105,0.067350105
66441600,0.067350028,0.067350028
66528000,0.067349277,0.067349277
66614400,0.067344707,0.067344707
66700800,0.067324125,0.067324125
66787200,0.067249504,0.067249504
66873600,0.067019526,0.067019526
66960000,0.066394803,0.066394803
67046400,0.064860687,0.064860687
67132800,0.061391743,0.061391743
67219200,0.054068639,0.054068639
67305600,0.067350109,0.067350109
67392000,0.067350109,0.067350109
67478400,0.067350107,0.067350107
67564800,0.06735007,0.06735007
67651200,0.067349577,0.067349577
67737600,0.067346016,0.067346016
67824000,0.067328255,0.067328255
67910400,0.067259571,0.067259571
67996800,0.067038713,0.067038713
68083200,0.066421348,0.066421348
68169600,0.064875292,0.064875292
68256000,0.061331864,0.061331864
68342400,0.053782,0.053782
68428800,0.038649514,0.038649514
68515200,0.067350109,0.067350109
68601600,0.067350109,0.067350109
68688000,0.067350107,0.067350107
68774400,0.067350037,0.067350037
68860800,0.067349157,0.067349157
68947200,0.067342988,0.067342988
69033600,0.067313064,0.067313064
69120000,0.067200251,0.067200251
69206400,0.066845921,0.066845921
69292800,0.06587685,0.06587685
69379200,0.063498824,0.063498824
69465600,0.058150896,0.058150896
69552000,0.046956492,0.046956492
69638400,0.02488928,0.02488928
69724800,0.067350109,0.067350109
69811200,0.067350109,0.067350109
69897600,0.067350107,0.067350107
69984000,0.067350008,0.067350008
70070400,0.067348794,0.067348794
70156800,0.067340374,0.067340374
70243200,0.067300017,0.067300017
70329600,0.067149591,0.067149591
70416000,0.06668227,0.06668227
70502400,0.065417509,0.065417509
70588800,0.062344959,0.062344959
70675200,0.055501642,0.055501642
70761600,0.041309733,0.041309733
70848000,0.013583279,0.013583279
70934400,0.067350109,0.067350109
71020800,0.067350109,0.067350109
71107200,0.067350105,0.067350105
71193600,0.067349985,0.067349985
71280000,0.067348506,0.067348506
71366400,0.06733832,0.06733832
71452800,0.067289862,0.067289862
71539200,0.067110522,0.067110522
71625600,0.066557223,0.066557223
71712000,0.065069869,0.065069869
71798400,0.061480392,0.061480392
71884800,0.053537227,0.053537227
71971200,0.037168105,0.037168105
72057600,0.005384994,0.005384994
72144000,0.067350109,0.067350109
72230400,0.067350109,0.067350109
72316800,0.067350105,0.067350105
72403200,0.06734997,0.06734997
72489600,0.067348309,0.067348309
72576000,0.06733695,0.06733695
72662400,0.067283192,0.067283192
72748800,0.0670853,0.0670853
72835200,0.066478001,0.066478001
72921600,0.064854028,0.064854028
73008000,0.060955095,0.060955095
73094400,0.052371195,0.052371195
73180800,0.034770994,0.034770994
73267200,0.000768285,0.000768285
73353600,0.067350109,0.067350109
73440000,0.067350109,0.067350109
73526400,0.067350105,0.067350105
73612800,0.067349962,0.067349962
73699200,0.067348218,0.067348218
73785600,0.067336339,0.067336339
73872000,0.067280389,0.067280389
73958400,0.067075385,0.067075385
74044800,0.066449189,0.066449189
74131200,0.064782462,0.064782462
74217600,0.060799427,0.060799427
74304000,0.052070944,0.052070944
74390400,0.034256952,0.034256952
74476800,0,0
74563200,0.067350109,0.067350109
74649600,0.067350109,0.067350109
74736000,0.067350105,0.067350105
74822400,0.067349964,0.067349964
74908800,0.067348235,0.067348235
74995200,0.067336524,0.067336524
75081600,0.067281616,0.067281616
75168000,0.067081348,0.067081348
75254400,0.066472449,0.066472449
75340800,0.064859305,0.064859305
75427200,0.061022389,0.061022389
75513600,0.052653826,0.052653826
75600000,0.03565569,0.03565569
