plant	time	x	y	r_ag	h_ag	r_bg	h_bg	aboveground_resources	belowground_resources	res_ag	res_bg	res_eff	grow	maint	volume	age	salinity	transpiration
Saltmarsh_3_000000001	0.0	1	1	0.05	0.1	0.05	0.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Saltmarsh_3_000000001	86400.0	1	1	0.05551377391525042	0.11102754783050084	0.059549967731646704	0.11909993546329341	1.0	0.24508504569530487	923552.841931713	226348.99046686254	226348.99046686254	0.0008309965176949776	0.00030074843463933525	0.0024017928444898754	86400.0	0.105	0.0031127235264588786
Saltmarsh_3_000000001	172800.0	1	1	0.062042252324925086	0.12408450464985017	0.06964758280209535	0.1392951656041907	1.0	0.24508504569530487	1138474.3363036034	336265.73430326255	336265.73430326255	0.0012214756492074544	0.00045985302230885835	0.003623268493697331	172800.0	0.105	0.004695755967831741
Saltmarsh_3_000000001	259200.0	1	1	0.06922122456502657	0.13844244913005313	0.07997438447607497	0.15994876895214993	1.0	0.24508504569530487	1421991.0131028309	473670.5622138023	473670.5622138023	0.0016746331294213357	0.0006937196816476759	0.0052979016231186685	259200.0	0.105	0.006866080503561795
Saltmarsh_3_000000001	345600.0	1	1	0.0767329094273454	0.1534658188546908	0.09029301007044024	0.1805860201408805	1.0	0.24508504569530487	1770110.1659396265	636101.5000204269	636101.5000204269	0.002166158540375939	0.0010143489597261959	0.00746406016349461	345600.0	0.105	0.009673421971889015
Saltmarsh_3_000000001	432000.0	1	1	0.08434261782281238	0.16868523564562476	0.10044030327240079	0.20088060654480158	1.0	0.24508504569530487	2175129.262401463	820279.4787092186	820279.4787092186	0.0026723105208990225	0.0014290868726470705	0.010136370684393638	432000.0	0.105	0.013136736406974155
Saltmarsh_3_000000001	518400.0	1	1	0.09189057206335484	0.18378114412670968	0.11030948687903681	0.22061897375807363	1.0	0.24508504569530487	2627942.7109146584	1022654.518293685	1022654.518293685	0.0031725387329447773	0.0019407338585236485	0.013308909417338418	518400.0	0.105	0.01724834660487059
Saltmarsh_3_000000001	604800.0	1	1	0.09927256998118399	0.19854513996236797	0.1198334490534953	0.2396668981069906	1.0	0.24508504569530487	3119346.7266015266	1239701.7433369933	1239701.7433369933	0.0036503529782587517	0.002548155738426215	0.016959262395597172	604800.0	0.105	0.021979204064693936
Saltmarsh_3_000000001	691200.0	1	1	0.10642276466346477	0.21284552932692954	0.12897223536746827	0.25794447073493654	1.0	0.24508504569530487	3640661.2436640337	1468081.3864218192	1468081.3864218192	0.004093345851618312	0.003247061080490784	0.021052608247215485	691200.0	0.105	0.02728418028839127
Saltmarsh_3_000000001	777600.0	1	1	0.11330115684969859	0.22660231369939718	0.1377043843125588	0.2754087686251176	1.0	0.24508504569530487	4183991.6983468076	1704723.152809811	1704723.152809811	0.004492832862777385	0.00403078290127167	0.02554544110999287	777600.0	0.105	0.033106891678550764
Saltmarsh_3_000000001	864000.0	1	1	0.11988510641713901	0.23977021283427802	0.14602105737115662	0.29204211474231323	1.0	0.24508504569530487	4742315.337768295	1946865.527124617	1946865.527124617	0.004843336171645185	0.004890991463977899	0.03038877728163806	864000.0	0.105	0.03938385535700292
Saltmarsh_3_000000001	950400.0	1	1	0.12616367934003353	0.25232735868006706	0.1539220590677153	0.3078441181354306	1.0	0.24508504569530487	5309482.65776624	2192067.2751627387	2192067.2751627387	0.0051420281444057945	0.005818308231407899	0.035530805426043865	950400.0	0.105	0.046047923832152844
Saltmarsh_3_000000001	1036800.0	1	1	0.13213387606482788	0.26426775212965575	0.1614131108505996	0.3228262217011992	1.0	0.24508504569530487	5880177.449718689	2438201.8119076868	2438201.8119076868	0.005388195778735053	0.006802813280803381	0.040919001204778926	1036800.0	0.105	0.05303102556139349
Saltmarsh_3_000000001	1123200.0	1	1	0.1377980882442854	0.2755961764885708	0.16850395901264442	0.33700791802528884	1.0	0.24508504569530487	6449857.063275306	2683441.3289921028	2683441.3289921028	0.00558275646869065	0.007834450176269865	0.04650175767346959	1123200.0	0.105	0.06026627794481659
Saltmarsh_3_000000001	1209600.0	1	1	0.14316236000698737	0.28632472001397474	0.1752070440995488	0.3504140881990976	1.0	0.24508504569530487	7014684.219582456	2926235.195653209	2926235.195653209	0.005727837849885143	0.008903338128380903	0.05222959552335475	1209600.0	0.105	0.06768955579826777
Saltmarsh_3_000000001	1296000.0	1	1	0.1482351824508547	0.2964703649017094	0.18153655423464224	0.3630731084692845	1.0	0.24508504569530487	7571456.62053839	3165285.586785978	3165285.586785978	0.005826424223999135	0.010000003709930757	0.0580560197473539	1296000.0	0.105	0.07524060159257066
Saltmarsh_3_000000001	1382400.0	1	1	0.15302664705341693	0.30605329410683385	0.1875077452546693	0.3750154905093386	1.0	0.24508504569530487	8117537.897871783	3399522.251844603	3399522.251844603	0.0058820663839472456	0.011115544875275772	0.06393808613130116	1382400.0	0.105	0.0828637596261663
Saltmarsh_3_000000001	1468800.0	1	1	0.15754784469944313	0.31509568939888627	0.19313644920190204	0.3862728984038041	1.0	0.24508504569530487	8650791.912363043	3628077.641000942	3628077.641000942	0.005898648782899073	0.012241739422105635	0.06983673491420024	1468800.0	0.105	0.0905084084488035
Saltmarsh_3_000000001	1555200.0	1	1	0.16181043554536734	0.3236208710907347	0.1984387177188585	0.396877435437717	1.0	0.24508504569530487	9169521.495340887	3850263.1363247177	3850263.1363247177	0.005880206806787016	0.013371108874836573	0.07571694172098727	1555200.0	0.105	0.09812915647039949
